Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OER","Employment Indicators: Rural","214","Dominican Republic","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","35.6","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","2712.19","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","557.46","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1514.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","326.68","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","313.41","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","73.71","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","58.89","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","84.29","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","82.91","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","218","Ecuador","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","58.25","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","15240.31","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","2680.44","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","10760.82","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1515.59","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","283.47","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","42.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","24.18","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","58.04","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","43.7","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","818","Egypt","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","13.76","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","222","El Salvador","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","1006.53","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","223.62","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","624.07","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","92.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","66","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","57.03","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","50.7","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","68.05","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","52.21","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","222","El Salvador","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3022","Household survey","1000 persons","28.9","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"OER","Employment Indicators: Rural","233","Estonia","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","222.72","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","14.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","148.68","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","47.2","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","12.54","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","58.42","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","37.84","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","84.97","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","71.49","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","233","Estonia","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","12.32","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","714.31","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","62.94","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","459.49","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","161.64","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","30.24","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","55.33","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","50.72","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","88.33","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","70.91","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","246","Finland","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","7.06","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","9634.24","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","699","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","7166.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1618.91","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","149.93","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","54.91","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","37.32","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","89.48","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","53.92","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","250","France","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","3.17","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","268","Georgia","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","891.43","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","53.34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","469.61","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","199.31","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","169.16","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","72.18","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","42.65","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","84.07","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","84.35","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","268","Georgia","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","54.86","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","276","Germany","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","9784.69","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","948.38","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","6196.96","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","2307.09","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","332.25","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","63.08","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","55.99","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","90.63","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","75.36","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","276","Germany","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","8.37","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1097.22","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","41.13","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","792.24","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","219.33","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","44.52","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","49.6","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","28.98","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","83.72","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","55.5","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","300","Greece","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","5.65","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","320","Guatemala","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","3467.9","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1033.08","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1920.1","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","311.21","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","203.52","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","57.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","52.69","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","64.56","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","57.15","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","320","Guatemala","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","39.56","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","324","Guinea","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","2093.85","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","323.84","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1364.52","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","252.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","153.38","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","54.31","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","33.59","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","64.3","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","65.59","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","324","Guinea","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","40.74","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old"
"OER","Employment Indicators: Rural","328","Guyana","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","174.58","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter"
"OER","Employment Indicators: Rural","328","Guyana","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","33.79","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter"
"OER","Employment Indicators: Rural","328","Guyana","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","115.02","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter"
"OER","Employment Indicators: Rural","328","Guyana","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","19.64","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter"
"OER","Employment Indicators: Rural","328","Guyana","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","6.13","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter"
"OER","Employment Indicators: Rural","328","Guyana","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","49.89","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter"
